chain_code,chain_name,enabled,source_type,source_url,source_tags,payment_tags,first_seen_at,last_seen_at,deleted_at,notes
,ローソンストア100,FALSE,review_needed,https://www.smart-code.jp/shoplist/,smart_code_site,smart_code,2026-03-14,2026-03-14,,Auto-added from Smart Code section: コンビニエンスストア
,万SAI堂,FALSE,review_needed,https://www.smart-code.jp/shoplist/,smart_code_site,smart_code,2026-03-14,2026-03-14,,Auto-added from Smart Code section: その他ショッピング
,三代目鳥メロ,FALSE,review_needed,https://www.smart-code.jp/shoplist/,smart_code_site,smart_code,2026-03-14,2026-03-14,,Auto-added from Smart Code section: グルメ
,上州屋,FALSE,review_needed,https://www.smart-code.jp/shoplist/,smart_code_site,smart_code,2026-03-14,2026-03-14,,Auto-added from Smart Code section: その他ショッピング
,中華一番,FALSE,review_needed,https://www.smart-code.jp/shoplist/,smart_code_site,smart_code,2026-03-14,2026-03-14,,Auto-added from Smart Code section: グルメ
,串カツ田中,FALSE,review_needed,https://www.smart-code.jp/shoplist/,smart_code_site,smart_code,2026-03-14,2026-03-14,,Auto-added from Smart Code section: グルメ
,丸亀製麺,FALSE,review_needed,https://www.smart-code.jp/shoplist/,smart_code_site,smart_code,2026-03-14,2026-03-14,,Auto-added from Smart Code section: グルメ
,丸善ジュンク堂書店／ジュンク堂書店,FALSE,review_needed,https://www.smart-code.jp/shoplist/,smart_code_site,smart_code,2026-03-14,2026-03-14,,Auto-added from Smart Code section: 本
,丸善ジュンク堂書店／丸善,FALSE,review_needed,https://www.smart-code.jp/shoplist/,smart_code_site,smart_code,2026-03-14,2026-03-14,,Auto-added from Smart Code section: 本
,二子玉川ライズショッピングセンター,FALSE,review_needed,https://www.smart-code.jp/shoplist/,smart_code_site,smart_code,2026-03-14,2026-03-14,,Auto-added from Smart Code section: 百貨店・モール
,京急百貨店,FALSE,review_needed,https://www.smart-code.jp/shoplist/,smart_code_site,smart_code,2026-03-14,2026-03-14,,Auto-added from Smart Code section: 百貨店・モール
,京浜さえき,FALSE,review_needed,https://www.smart-code.jp/shoplist/,smart_code_site,smart_code,2026-03-14,2026-03-14,,Auto-added from Smart Code section: スーパーマーケット・ホームセンター
,京王モール & 京王モールアネックス,FALSE,review_needed,https://www.smart-code.jp/shoplist/,smart_code_site,smart_code,2026-03-14,2026-03-14,,Auto-added from Smart Code section: 百貨店・モール
,京王多摩センターSC,FALSE,review_needed,https://www.smart-code.jp/shoplist/,smart_code_site,smart_code,2026-03-14,2026-03-14,,Auto-added from Smart Code section: 百貨店・モール
,京王聖蹟桜ヶ丘SC,FALSE,review_needed,https://www.smart-code.jp/shoplist/,smart_code_site,smart_code,2026-03-14,2026-03-14,,Auto-added from Smart Code section: 百貨店・モール
,京都ファミリー 専門店,FALSE,review_needed,https://www.smart-code.jp/shoplist/,smart_code_site,smart_code,2026-03-14,2026-03-14,,Auto-added from Smart Code section: 百貨店・モール
,京阪シティモール,FALSE,review_needed,https://www.smart-code.jp/shoplist/,smart_code_site,smart_code,2026-03-14,2026-03-14,,Auto-added from Smart Code section: 百貨店・モール
,京阪モール,FALSE,review_needed,https://www.smart-code.jp/shoplist/,smart_code_site,smart_code,2026-03-14,2026-03-14,,Auto-added from Smart Code section: 百貨店・モール
,伊藤チェーン,FALSE,review_needed,https://www.smart-code.jp/shoplist/,smart_code_site,smart_code,2026-03-14,2026-03-14,,Auto-added from Smart Code section: スーパーマーケット・ホームセンター
,元祖寿司,FALSE,review_needed,https://www.smart-code.jp/shoplist/,smart_code_site,smart_code,2026-03-14,2026-03-14,,Auto-added from Smart Code section: グルメ
,函館空港,FALSE,review_needed,https://www.smart-code.jp/shoplist/,smart_code_site,smart_code,2026-03-14,2026-03-14,,Auto-added from Smart Code section: 空港施設
,北海道ジンギスカン蝦夷屋,FALSE,review_needed,https://www.smart-code.jp/shoplist/,smart_code_site,smart_code,2026-03-14,2026-03-14,,Auto-added from Smart Code section: グルメ
,千年の宴,FALSE,review_needed,https://www.smart-code.jp/shoplist/,smart_code_site,smart_code,2026-03-14,2026-03-14,,Auto-added from Smart Code section: グルメ
,千疋屋総本店,FALSE,review_needed,https://www.smart-code.jp/shoplist/,smart_code_site,smart_code,2026-03-14,2026-03-14,,Auto-added from Smart Code section: その他ショッピング
,地球人,FALSE,review_needed,https://www.smart-code.jp/shoplist/,smart_code_site,smart_code,2026-03-14,2026-03-14,,Auto-added from Smart Code section: グルメ
,城山観光ホテル,FALSE,review_needed,https://www.smart-code.jp/shoplist/,smart_code_site,smart_code,2026-03-14,2026-03-14,,Auto-added from Smart Code section: 宿泊施設
,夢庵,FALSE,review_needed,https://www.smart-code.jp/shoplist/,smart_code_site,smart_code,2026-03-14,2026-03-14,,Auto-added from Smart Code section: グルメ
,大庄水産,FALSE,review_needed,https://www.smart-code.jp/shoplist/,smart_code_site,smart_code,2026-03-14,2026-03-14,,Auto-added from Smart Code section: グルメ
,大賀薬局,FALSE,review_needed,https://www.smart-code.jp/shoplist/,smart_code_site,smart_code,2026-03-14,2026-03-14,,Auto-added from Smart Code section: ドラッグストア・薬局
,天丼てんや,FALSE,review_needed,https://www.smart-code.jp/shoplist/,smart_code_site,smart_code,2026-03-14,2026-03-14,,Auto-added from Smart Code section: グルメ
,好日山荘,FALSE,review_needed,https://www.smart-code.jp/shoplist/,smart_code_site,smart_code,2026-03-14,2026-03-14,,Auto-added from Smart Code section: その他ショッピング
,山内農場,FALSE,review_needed,https://www.smart-code.jp/shoplist/,smart_code_site,smart_code,2026-03-14,2026-03-14,,Auto-added from Smart Code section: グルメ
,山梨さえき（おかじま）,FALSE,review_needed,https://www.smart-code.jp/shoplist/,smart_code_site,smart_code,2026-03-14,2026-03-14,,Auto-added from Smart Code section: スーパーマーケット・ホームセンター
,山梨さえき（セルバ）,FALSE,review_needed,https://www.smart-code.jp/shoplist/,smart_code_site,smart_code,2026-03-14,2026-03-14,,Auto-added from Smart Code section: スーパーマーケット・ホームセンター
,岸和田カンカンベイサイドモール,FALSE,review_needed,https://www.smart-code.jp/shoplist/,smart_code_site,smart_code,2026-03-14,2026-03-14,,Auto-added from Smart Code section: 百貨店・モール
,島忠ホームズ,FALSE,review_needed,https://www.smart-code.jp/shoplist/,smart_code_site,smart_code,2026-03-14,2026-03-14,,Auto-added from Smart Code section: スーパーマーケット・ホームセンター
,庄や,FALSE,review_needed,https://www.smart-code.jp/shoplist/,smart_code_site,smart_code,2026-03-14,2026-03-14,,Auto-added from Smart Code section: グルメ
,成城石井,FALSE,review_needed,https://www.smart-code.jp/shoplist/,smart_code_site,smart_code,2026-03-14,2026-03-14,,Auto-added from Smart Code section: スーパーマーケット・ホームセンター
,掌,FALSE,review_needed,https://www.smart-code.jp/shoplist/,smart_code_site,smart_code,2026-03-14,2026-03-14,,Auto-added from Smart Code section: グルメ
,文化食堂,FALSE,review_needed,https://www.smart-code.jp/shoplist/,smart_code_site,smart_code,2026-03-14,2026-03-14,,Auto-added from Smart Code section: グルメ
,新千歳空港,FALSE,review_needed,https://www.smart-code.jp/shoplist/,smart_code_site,smart_code,2026-03-14,2026-03-14,,Auto-added from Smart Code section: 空港施設
,新鮮食材キャッシュ＆キャリー昭和,FALSE,review_needed,https://www.smart-code.jp/shoplist/,smart_code_site,smart_code,2026-03-14,2026-03-14,,Auto-added from Smart Code section: スーパーマーケット・ホームセンター
,日の出本舗,FALSE,review_needed,https://www.smart-code.jp/shoplist/,smart_code_site,smart_code,2026-03-14,2026-03-14,,Auto-added from Smart Code section: グルメ
,日吉東急アベニュー,FALSE,review_needed,https://www.smart-code.jp/shoplist/,smart_code_site,smart_code,2026-03-14,2026-03-14,,Auto-added from Smart Code section: 百貨店・モール
,日高屋,FALSE,review_needed,https://www.smart-code.jp/shoplist/,smart_code_site,smart_code,2026-03-14,2026-03-14,,Auto-added from Smart Code section: グルメ
,星のなる木,FALSE,review_needed,https://www.smart-code.jp/shoplist/,smart_code_site,smart_code,2026-03-14,2026-03-14,,Auto-added from Smart Code section: グルメ
,月の宴,FALSE,review_needed,https://www.smart-code.jp/shoplist/,smart_code_site,smart_code,2026-03-14,2026-03-14,,Auto-added from Smart Code section: グルメ
,月夜のたぬき,FALSE,review_needed,https://www.smart-code.jp/shoplist/,smart_code_site,smart_code,2026-03-14,2026-03-14,,Auto-added from Smart Code section: グルメ
,有隣堂,FALSE,review_needed,https://www.smart-code.jp/shoplist/,smart_code_site,smart_code,2026-03-14,2026-03-14,,Auto-added from Smart Code section: 本
,杏林堂薬局/杏林堂スーパードラッグストア,FALSE,review_needed,https://www.smart-code.jp/shoplist/,smart_code_site,smart_code,2026-03-14,2026-03-14,,Auto-added from Smart Code section: ドラッグストア・薬局
,来来軒,FALSE,review_needed,https://www.smart-code.jp/shoplist/,smart_code_site,smart_code,2026-03-14,2026-03-14,,Auto-added from Smart Code section: グルメ
,東京さえき,FALSE,review_needed,https://www.smart-code.jp/shoplist/,smart_code_site,smart_code,2026-03-14,2026-03-14,,Auto-added from Smart Code section: スーパーマーケット・ホームセンター
,東京タワー,FALSE,review_needed,https://www.smart-code.jp/shoplist/,smart_code_site,smart_code,2026-03-14,2026-03-14,,Auto-added from Smart Code section: レジャー・アミューズメント
,東光ストア,FALSE,review_needed,https://www.smart-code.jp/shoplist/,smart_code_site,smart_code,2026-03-14,2026-03-14,,Auto-added from Smart Code section: スーパーマーケット・ホームセンター
,東急ストア,FALSE,review_needed,https://www.smart-code.jp/shoplist/,smart_code_site,smart_code,2026-03-14,2026-03-14,,Auto-added from Smart Code section: スーパーマーケット・ホームセンター
,東急フードショー,FALSE,review_needed,https://www.smart-code.jp/shoplist/,smart_code_site,smart_code,2026-03-14,2026-03-14,,Auto-added from Smart Code section: 百貨店・モール
,東急フードショースライス,FALSE,review_needed,https://www.smart-code.jp/shoplist/,smart_code_site,smart_code,2026-03-14,2026-03-14,,Auto-added from Smart Code section: 百貨店・モール
,東急百貨店,FALSE,review_needed,https://www.smart-code.jp/shoplist/,smart_code_site,smart_code,2026-03-14,2026-03-14,,Auto-added from Smart Code section: 百貨店・モール
,東武百貨店,FALSE,review_needed,https://www.smart-code.jp/shoplist/,smart_code_site,smart_code,2026-03-14,2026-03-14,,Auto-added from Smart Code section: 百貨店・モール
,松のや,FALSE,review_needed,https://www.smart-code.jp/shoplist/,smart_code_site,smart_code,2026-03-14,2026-03-14,,Auto-added from Smart Code section: グルメ
matsuya,松屋,TRUE,manual,https://www.smart-code.jp/shoplist/,smart_code_site,smart_code,2026-03-14,2026-03-14,,
,洋服の青山,FALSE,review_needed,https://www.smart-code.jp/shoplist/,smart_code_site,smart_code,2026-03-14,2026-03-14,,Auto-added from Smart Code section: 服飾
,海都,FALSE,review_needed,https://www.smart-code.jp/shoplist/,smart_code_site,smart_code,2026-03-14,2026-03-14,,Auto-added from Smart Code section: グルメ
,渋谷ヒカリエShinQs,FALSE,review_needed,https://www.smart-code.jp/shoplist/,smart_code_site,smart_code,2026-03-14,2026-03-14,,Auto-added from Smart Code section: 百貨店・モール
,濱焼北海道魚萬,FALSE,review_needed,https://www.smart-code.jp/shoplist/,smart_code_site,smart_code,2026-03-14,2026-03-14,,Auto-added from Smart Code section: グルメ
,焼肉の和民,FALSE,review_needed,https://www.smart-code.jp/shoplist/,smart_code_site,smart_code,2026-03-14,2026-03-14,,Auto-added from Smart Code section: グルメ
,焼鳥日高,FALSE,review_needed,https://www.smart-code.jp/shoplist/,smart_code_site,smart_code,2026-03-14,2026-03-14,,Auto-added from Smart Code section: グルメ
,牛たん徳茂,FALSE,review_needed,https://www.smart-code.jp/shoplist/,smart_code_site,smart_code,2026-03-14,2026-03-14,,Auto-added from Smart Code section: グルメ
,牛たん炭火焼き 利久,FALSE,review_needed,https://www.smart-code.jp/shoplist/,smart_code_site,smart_code,2026-03-14,2026-03-14,,Auto-added from Smart Code section: グルメ
,生活協同組合コープかごしま,FALSE,review_needed,https://www.smart-code.jp/shoplist/,smart_code_site,smart_code,2026-03-14,2026-03-14,,Auto-added from Smart Code section: スーパーマーケット・ホームセンター
,生活彩家,FALSE,review_needed,https://www.smart-code.jp/shoplist/,smart_code_site,smart_code,2026-03-14,2026-03-14,,Auto-added from Smart Code section: コンビニエンスストア
,町田東急ツインズ,FALSE,review_needed,https://www.smart-code.jp/shoplist/,smart_code_site,smart_code,2026-03-14,2026-03-14,,Auto-added from Smart Code section: 百貨店・モール
,白木屋,FALSE,review_needed,https://www.smart-code.jp/shoplist/,smart_code_site,smart_code,2026-03-14,2026-03-14,,Auto-added from Smart Code section: グルメ
,目利きの銀次,FALSE,review_needed,https://www.smart-code.jp/shoplist/,smart_code_site,smart_code,2026-03-14,2026-03-14,,Auto-added from Smart Code section: グルメ
,眼鏡市場,FALSE,review_needed,https://www.smart-code.jp/shoplist/,smart_code_site,smart_code,2026-03-14,2026-03-14,,Auto-added from Smart Code section: 服飾
,福福屋,FALSE,review_needed,https://www.smart-code.jp/shoplist/,smart_code_site,smart_code,2026-03-14,2026-03-14,,Auto-added from Smart Code section: グルメ
,秀岳荘,FALSE,review_needed,https://www.smart-code.jp/shoplist/,smart_code_site,smart_code,2026-03-14,2026-03-14,,Auto-added from Smart Code section: その他ショッピング
,笑笑,FALSE,review_needed,https://www.smart-code.jp/shoplist/,smart_code_site,smart_code,2026-03-14,2026-03-14,,Auto-added from Smart Code section: グルメ
,羽田空港,FALSE,review_needed,https://www.smart-code.jp/shoplist/,smart_code_site,smart_code,2026-03-14,2026-03-14,,Auto-added from Smart Code section: 空港施設
,茨城交通,FALSE,review_needed,https://www.smart-code.jp/shoplist/,smart_code_site,smart_code,2026-03-14,2026-03-14,,Auto-added from Smart Code section: その他サービス
,蔦屋書店,FALSE,review_needed,https://www.smart-code.jp/shoplist/,smart_code_site,smart_code,2026-03-14,2026-03-14,,Auto-added from Smart Code section: 本
,薬王堂,FALSE,review_needed,https://www.smart-code.jp/shoplist/,smart_code_site,smart_code,2026-03-14,2026-03-14,,Auto-added from Smart Code section: ドラッグストア・薬局
,西松屋,FALSE,review_needed,https://www.smart-code.jp/shoplist/,smart_code_site,smart_code,2026-03-14,2026-03-14,,Auto-added from Smart Code section: 服飾
,証明写真機 Ｋｉ－Ｒｅ－ｉ,FALSE,review_needed,https://www.smart-code.jp/shoplist/,smart_code_site,smart_code,2026-03-14,2026-03-14,,Auto-added from Smart Code section: その他サービス
,豊丸水産,FALSE,review_needed,https://www.smart-code.jp/shoplist/,smart_code_site,smart_code,2026-03-14,2026-03-14,,Auto-added from Smart Code section: グルメ
,豊後高田どり酒場,FALSE,review_needed,https://www.smart-code.jp/shoplist/,smart_code_site,smart_code,2026-03-14,2026-03-14,,Auto-added from Smart Code section: グルメ
,軍鶏農場,FALSE,review_needed,https://www.smart-code.jp/shoplist/,smart_code_site,smart_code,2026-03-14,2026-03-14,,Auto-added from Smart Code section: グルメ
,近鉄百貨店,FALSE,review_needed,https://www.smart-code.jp/shoplist/,smart_code_site,smart_code,2026-03-14,2026-03-14,,Auto-added from Smart Code section: 百貨店・モール
,道北アークス,FALSE,review_needed,https://www.smart-code.jp/shoplist/,smart_code_site,smart_code,2026-03-14,2026-03-14,,Auto-added from Smart Code section: スーパーマーケット・ホームセンター
,道南ラルズ,FALSE,review_needed,https://www.smart-code.jp/shoplist/,smart_code_site,smart_code,2026-03-14,2026-03-14,,Auto-added from Smart Code section: スーパーマーケット・ホームセンター
,道東アークス,FALSE,review_needed,https://www.smart-code.jp/shoplist/,smart_code_site,smart_code,2026-03-14,2026-03-14,,Auto-added from Smart Code section: スーパーマーケット・ホームセンター
,酒ゃビック,FALSE,review_needed,https://www.smart-code.jp/shoplist/,smart_code_site,smart_code,2026-03-14,2026-03-14,,Auto-added from Smart Code section: その他ショッピング
,金光薬品,FALSE,review_needed,https://www.smart-code.jp/shoplist/,smart_code_site,smart_code,2026-03-14,2026-03-14,,Auto-added from Smart Code section: ドラッグストア・薬局
,銀座ルノアール,FALSE,review_needed,https://www.smart-code.jp/shoplist/,smart_code_site,smart_code,2026-03-14,2026-03-14,,Auto-added from Smart Code section: グルメ
,銀政,FALSE,review_needed,https://www.smart-code.jp/shoplist/,smart_code_site,smart_code,2026-03-14,2026-03-14,,Auto-added from Smart Code section: グルメ
,長崎空港,FALSE,review_needed,https://www.smart-code.jp/shoplist/,smart_code_site,smart_code,2026-03-14,2026-03-14,,Auto-added from Smart Code section: 空港施設
,風,FALSE,review_needed,https://www.smart-code.jp/shoplist/,smart_code_site,smart_code,2026-03-14,2026-03-14,,Auto-added from Smart Code section: グルメ
,食鮮館タイヨー,FALSE,review_needed,https://www.smart-code.jp/shoplist/,smart_code_site,smart_code,2026-03-14,2026-03-14,,Auto-added from Smart Code section: スーパーマーケット・ホームセンター
,餃子の王将,FALSE,review_needed,https://www.smart-code.jp/shoplist/,smart_code_site,smart_code,2026-03-14,2026-03-14,,Auto-added from Smart Code section: グルメ
,魚民,FALSE,review_needed,https://www.smart-code.jp/shoplist/,smart_code_site,smart_code,2026-03-14,2026-03-14,,Auto-added from Smart Code section: グルメ
,魚鮮水産,FALSE,review_needed,https://www.smart-code.jp/shoplist/,smart_code_site,smart_code,2026-03-14,2026-03-14,,Auto-added from Smart Code section: グルメ
,鳥永 すすきの総本店,FALSE,review_needed,https://www.smart-code.jp/shoplist/,smart_code_site,smart_code,2026-03-14,2026-03-14,,Auto-added from Smart Code section: グルメ
,鶏のGeorge,FALSE,review_needed,https://www.smart-code.jp/shoplist/,smart_code_site,smart_code,2026-03-14,2026-03-14,,Auto-added from Smart Code section: グルメ
,黒の50,FALSE,review_needed,https://www.smart-code.jp/shoplist/,smart_code_site,smart_code,2026-03-14,2026-03-14,,Auto-added from Smart Code section: グルメ
,（株）西條,FALSE,review_needed,https://www.smart-code.jp/shoplist/,smart_code_site,smart_code,2026-03-14,2026-03-14,,Auto-added from Smart Code section: スーパーマーケット・ホームセンター
,Ｎプラス,FALSE,review_needed,https://www.smart-code.jp/shoplist/,smart_code_site,smart_code,2026-03-14,2026-03-14,,Auto-added from Smart Code section: その他ショッピング
